Order ID,Customer ID,Date,Time (Hr/Min),Customer Age Range,Gender,Product Type,Product Category,Product Name,Quantity,Unit Price,Tax Amount,Unit Cost,Cost,Shipping Method,Shipping Cost,Total Sales,Profit,Purchase Type,Channel,Country,City,Xmas Budget,Payment Method,Promotion Applied
ORD202106022,CUST9942977,28-10-2025,21:55,18 over,Female,Children,Books,Gordon Ramsay Cookbook,1,148.88,4.47,57.82,57.82,Standard,6.46,159.81,101.99,Xmas Market,In-store,Germany,Birmingham,Medium,Other,No
ORD202106023,CUST7541139,13-12-2024,00:47,1 to 11,Male,Adult,Accessories,Samsung Galaxy Case,1,155.37,4.66,45.58,45.58,Standard,3.46,163.49,117.91,In-store,In-store,Italy,Innsbruck,High,PayPal,No
ORD202106024,CUST1291353,26-01-2021,15:10,1 to 11,Male,Children,Kitchen Appliances,Dolce Gusto Coffee Machine,1,156.48,3.13,44.13,44.13,Standard,3.02,162.63,118.5,In-store,In-store,United Kingdom,Brussels,High,Cash,No
ORD202106025,CUST2336309,03-03-2025,13:44,1 to 11,Female,Children,Toys,Barbie Doll,1,144.04,3.6,50.04,50.04,Express,13,160.64,110.6,In-store,In-store,United Kingdom,Birmingham,Low,Other,No
ORD202106026,CUST1899017,21-10-2021,22:19,12 to 17,Female,Teen,Books,Gordon Ramsay Cookbook,1,168.05,4.2,66.66,66.66,Standard,6.67,178.92,112.26,In-store,In-store,Italy,Manchester,Medium,Credit Card,No
ORD202106027,CUST1424447,29-07-2022,20:53,1 to 11,Female,Teen,Electronics,JBL Headphones,2,164.78,6.59,41.91,83.82,Standard,2.57,338.72,254.9,In-store,In-store,France,Frankfurt,High,Cash,No
ORD202106028,CUST9783739,30-11-2025,18:25,12 to 17,Female,Teen,Technology,Kindle E-reader,1,148.07,3.7,40.79,40.79,Standard,1.74,153.51,112.72,Xmas Market,In-store,Germany,Funchal,Low,Other,No
ORD202106029,CUST1097003,22-12-2022,08:18,18 over,Female,Adult,Puzzles,Harry Potter Puzzle,1,164.97,3.3,65.12,65.12,Express,10.04,178.31,113.19,In-store,In-store,Netherlands,Venice,Low,Cash,No
ORD202106030,CUST1382007,11-06-2023,00:10,18 over,Male,Adult,Accessories,Portable Charger,1,27.89,0.84,8.79,8.79,Standard,6,34.73,25.94,Xmas Market,In-store,United Kingdom,Utrecht,Low,Credit Card,No
ORD202106031,CUST8478194,21-07-2021,00:56,1 to 11,Female,Adult,Wearable Tech,Fitbit Inspire,2,158.35,6.33,63.23,126.46,Standard,5.95,328.98,202.52,In-store,In-store,Poland,The Hague,Medium,Debit Card,Yes
ORD202106032,CUST6200765,27-01-2022,15:35,18 over,Female,Teen,Clothing,Levi's Jeans,2,143.06,8.58,48.91,97.82,Standard,2.71,297.41,199.59,Online,Online,Austria,Amsterdam,Low,Other,No
ORD202106033,CUST3980123,27-03-2021,14:58,18 over,Female,Children,Wearable Tech,Fitbit Inspire,3,159.24,14.33,57.33,171.99,Standard,1.01,493.06,321.07,Online,Online,Belgium,Rome,Medium,Cash,No
ORD202106034,CUST3442235,15-04-2025,10:55,1 to 11,Female,Children,Toys,Hot Wheels Car Set,1,143.37,3.58,44.5,44.5,Standard,1.6,148.55,104.05,Xmas Market,In-store,Italy,Venice,Low,Other,No
ORD202106035,CUST1984508,04-07-2021,23:42,12 to 17,Female,Children,Building Sets,LEGO Star Wars Set,1,163.73,3.27,51.41,51.41,Standard,1.79,168.79,117.38,Online,Online,Belgium,Warsaw,Low,Cash,No
ORD202106036,CUST8529576,01-01-2021,02:04,18 over,Male,Children,General,Fisher-Price Learning Toy,1,142.95,2.86,38.77,38.77,Standard,2.95,148.76,109.99,Online,Online,Netherlands,Paris,High,Credit Card,No
ORD202106037,CUST2239281,12-08-2021,04:16,18 over,Female,Children,Accessories,Samsung Galaxy Case,1,154.35,4.63,43.79,43.79,Standard,5.15,164.13,120.34,Xmas Market,In-store,Sweden,Birmingham,High,Credit Card,No
ORD202106038,CUST9718002,05-06-2022,09:47,18 over,Male,Adult,Clothing,Levi's Jeans,1,149.61,3.74,46.43,46.43,Pickup,0,153.35,106.92,In-store,In-store,France,Warsaw,Medium,PayPal,No
ORD202106039,CUST4148674,26-07-2023,23:22,18 over,Female,Teen,Technology,Smart Speaker,1,105.92,2.65,39.76,39.76,Standard,3.38,111.95,72.19,In-store,In-store,Portugal,Stockholm,High,Credit Card,No
ORD202106040,CUST0489222,27-11-2025,13:28,1 to 11,Male,Teen,Accessories,Samsung Galaxy Case,4,154.07,18.49,46.92,187.68,Pickup,0,634.77,447.09,Xmas Market,In-store,Sweden,Stockholm,Medium,Credit Card,No
ORD202106041,CUST1943700,20-03-2023,19:10,18 over,Female,Adult,Building Sets,LEGO Star Wars Set,1,151.02,4.53,38.34,38.34,Express,14,169.55,131.21,In-store,In-store,France,Krakow,Low,Other,No
ORD202106042,CUST6090063,05-03-2025,07:23,18 over,Female,Teen,Kitchen Appliances,Dolce Gusto Coffee Machine,2,163.73,6.55,51.81,103.62,Pickup,0,334.01,230.39,Xmas Market,In-store,Poland,Marseille,High,Debit Card,No
ORD202106043,CUST3943055,02-12-2023,08:45,12 to 17,Female,Teen,Accessories,VR Headset,1,282.8,5.66,75.06,75.06,Standard,1.85,290.31,215.25,In-store,In-store,Italy,Munich,High,Cash,No
ORD202106044,CUST0103866,01-10-2022,12:24,18 over,Female,Children,Toys,Hot Wheels Car Set,1,154.55,3.09,51.31,51.31,Standard,2.73,160.37,109.06,Xmas Market,In-store,Germany,Brussels,Low,Debit Card,No
ORD202106045,CUST0234620,22-02-2022,14:47,12 to 17,Male,Teen,Technology,4K Streaming Stick,1,52.6,1.32,15.63,15.63,Standard,6.52,60.44,44.81,Online,Online,United Kingdom,Lisbon,Medium,PayPal,No
ORD202106046,CUST9328048,06-09-2022,07:34,18 over,Female,Adult,Accessories,Wireless Earbuds,1,77.34,1.55,26.62,26.62,Pickup,0,78.89,52.27,Online,Online,Poland,Rome,High,Debit Card,No
ORD202106047,CUST2908877,27-08-2022,05:11,1 to 11,Female,Children,General,Fisher-Price Learning Toy,1,140.68,2.81,37.05,37.05,Standard,5.4,148.89,111.84,Online,Online,Portugal,Krakow,Low,PayPal,No
ORD202106048,CUST3953435,17-10-2021,15:14,18 over,Female,Children,Board Games,Chess Set,1,144.19,2.88,55.45,55.45,Standard,2.35,149.42,93.97,Online,Online,Netherlands,Hamburg,High,Cash,No
ORD202106049,CUST3946007,23-12-2024,05:48,1 to 11,Female,Adult,Accessories,Samsung Galaxy Case,1,150.31,3.76,43.81,43.81,Standard,6,160.07,116.26,Online,Online,Netherlands,Salzburg,Medium,Other,No
ORD202106050,CUST0916811,25-08-2023,17:13,18 over,Male,Children,Books,Gordon Ramsay Cookbook,2,154.96,7.75,56.13,112.26,Standard,6.98,324.65,212.39,Xmas Market,In-store,Sweden,Salzburg,Low,Cash,Yes
ORD202106051,CUST1402989,11-09-2021,16:38,12 to 17,Male,Children,Board Games,Chess Set,1,146.4,2.93,42.49,42.49,Express,14.67,164,121.51,Online,Online,Netherlands,Porto,Medium,Debit Card,No
ORD202106052,CUST7271583,28-07-2023,04:54,18 over,Female,Children,Accessories,Ray-Ban Sunglasses,1,171.86,3.44,67.55,67.55,Standard,3.58,178.88,111.33,Xmas Market,In-store,Portugal,Porto,Low,Other,No
ORD202106053,CUST7534207,30-09-2022,16:26,18 over,Female,Children,Accessories,Ray-Ban Sunglasses,1,143.88,3.6,51.93,51.93,Standard,6.63,154.11,102.18,In-store,In-store,Netherlands,Vienna,Medium,PayPal,No
ORD202106054,CUST1135153,03-11-2021,12:38,12 to 17,Female,Adult,Electronics,JBL Headphones,1,155.28,3.11,41.1,41.1,Standard,3.94,162.33,121.23,In-store,In-store,Austria,Coimbra,Medium,Other,No
ORD202106055,CUST5096473,28-10-2025,08:31,18 over,Female,Children,Board Games,Chess Set,1,167.97,3.36,66.48,66.48,Standard,2.97,174.3,107.82,Online,Online,Portugal,Milan,Medium,Other,No
ORD202106056,CUST5628114,27-05-2024,10:28,18 over,Male,Adult,Video Games,PlayStation 5 Game,1,150.9,4.53,40.69,40.69,Standard,4.71,160.14,119.45,In-store,In-store,United Kingdom,Lodz,High,Other,No
ORD202106057,CUST3043499,02-02-2021,09:07,12 to 17,Female,Adult,Building Sets,LEGO Star Wars Set,1,147.94,3.7,48.73,48.73,Standard,2.71,154.35,105.62,In-store,In-store,Italy,Munich,Low,Credit Card,No
ORD202106058,CUST1685473,22-04-2021,17:59,12 to 17,Female,Teen,Puzzles,Harry Potter Puzzle,1,164.13,4.92,49.68,49.68,Pickup,0,169.05,119.37,Online,Online,Belgium,Vienna,High,Other,No
ORD202106059,CUST5096939,09-11-2024,00:20,12 to 17,Female,Children,Toys,Barbie Doll,1,155.25,4.66,58.79,58.79,Standard,6.79,166.7,107.91,Online,Online,Austria,Rotterdam,Medium,Cash,No
ORD202106060,CUST9221111,17-01-2022,05:29,1 to 11,Female,Adult,Kitchen Appliances,Dolce Gusto Coffee Machine,1,158.12,3.95,41.75,41.75,Standard,3.11,165.18,123.43,In-store,In-store,Belgium,Naples,Low,Other,No
ORD202106061,CUST6870735,19-04-2021,08:00,1 to 11,Female,Teen,Toys,Barbie Doll,2,149.13,7.46,48.85,97.7,Standard,6.19,311.91,214.21,In-store,In-store,Sweden,Hamburg,High,Other,No
ORD202106062,CUST2877675,10-03-2022,12:37,12 to 17,Female,Teen,General,Fisher-Price Learning Toy,2,158.01,6.32,52.87,105.74,Standard,6.64,328.98,223.24,Xmas Market,In-store,Sweden,Munich,Medium,PayPal,No
ORD202106063,CUST9147698,08-12-2022,18:15,1 to 11,Male,Children,Electronics,JBL Headphones,1,149.63,3.74,39.58,39.58,Express,6.92,160.29,120.71,In-store,In-store,Poland,Porto,Low,Credit Card,No
ORD202106064,CUST9577818,03-02-2022,19:47,12 to 17,Male,Teen,Wearable Tech,Fitbit Inspire,1,150.27,3.01,46.04,46.04,Standard,3.17,156.45,110.41,In-store,In-store,Sweden,Paris,High,PayPal,No
ORD202106065,CUST9052830,10-11-2024,05:14,12 to 17,Female,Teen,Technology,Smart Speaker,1,103.22,2.06,35.02,35.02,Express,8.26,113.54,78.52,Xmas Market,In-store,Portugal,Lyon,High,PayPal,No
ORD202106066,CUST8873662,22-08-2021,14:57,18 over,Female,Children,Clothing,Levi's Jeans,1,164.95,4.12,61.5,61.5,Standard,6.39,175.46,113.96,Online,Online,Poland,Porto,Medium,PayPal,No
ORD202106067,CUST1088400,03-11-2022,15:55,1 to 11,Male,Children,Electronics,JBL Headphones,1,145.67,4.37,47.78,47.78,Pickup,0,150.04,102.26,Online,Online,Sweden,Lyon,Low,Other,Yes
ORD202106068,CUST0707553,07-12-2024,20:31,12 to 17,Male,Adult,Accessories,Wireless Earbuds,1,82.26,2.47,22.85,22.85,Pickup,0,84.73,61.88,In-store,In-store,Austria,Milan,Low,Debit Card,No
ORD202106069,CUST6530472,30-01-2024,08:12,18 over,Male,Children,Building Sets,LEGO Star Wars Set,1,158.69,3.17,60.52,60.52,Express,14.18,176.04,115.52,In-store,In-store,Germany,Warsaw,High,Credit Card,No
ORD202106070,CUST1706774,01-03-2025,00:25,12 to 17,Male,Adult,Electronics,JBL Headphones,1,157.1,4.71,47.46,47.46,Standard,3.52,165.33,117.87,In-store,In-store,France,Rome,High,Credit Card,No
ORD202106071,CUST1788970,09-11-2024,14:54,12 to 17,Male,Children,Board Games,Chess Set,1,155.67,3.11,61,61,Pickup,0,158.78,97.78,In-store,In-store,Sweden,The Hague,Medium,Credit Card,No
ORD202106072,CUST1205205,17-02-2025,05:11,1 to 11,Male,Teen,Building Sets,LEGO Star Wars Set,1,162.71,4.07,49.89,49.89,Standard,1.87,168.65,118.76,Xmas Market,In-store,Portugal,Coimbra,Medium,Cash,No
ORD202106073,CUST6155847,15-07-2022,20:56,18 over,Male,Children,Toys,Hot Wheels Car Set,1,151.87,4.56,43.49,43.49,Express,5.44,161.87,118.38,Online,Online,Austria,Innsbruck,High,Credit Card,Yes
ORD202106074,CUST9860391,12-02-2021,02:45,12 to 17,Male,Children,Building Sets,LEGO Star Wars Set,1,167.76,3.36,63.28,63.28,Standard,6.72,177.84,114.56,In-store,In-store,France,Stockholm,Low,Cash,Yes
ORD202106075,CUST2985581,25-10-2023,11:32,12 to 17,Male,Adult,Board Games,Chess Set,2,156.65,9.4,62.34,124.68,Standard,4.29,326.99,202.31,In-store,In-store,Belgium,Hamburg,Low,PayPal,No
ORD202106076,CUST0289650,28-06-2022,18:44,12 to 17,Male,Adult,Books,Gordon Ramsay Cookbook,1,154.93,3.87,53.67,53.67,Express,9.21,168.01,114.34,In-store,In-store,Italy,Amsterdam,Low,Cash,No
ORD202106077,CUST7509606,15-04-2025,17:34,12 to 17,Male,Teen,Building Sets,LEGO Star Wars Set,1,148.04,3.7,42.97,42.97,Standard,1.69,153.43,110.46,In-store,In-store,Italy,Birmingham,Low,Debit Card,No
ORD202106078,CUST7271060,24-11-2023,15:44,1 to 11,Female,Adult,Accessories,Ray-Ban Sunglasses,1,146.81,2.94,43.57,43.57,Standard,1.41,151.16,107.59,Online,Online,United Kingdom,Ghent,Medium,Debit Card,No
ORD202106079,CUST7548604,24-09-2023,01:34,18 over,Male,Adult,Technology,Smartwatch Series 8,1,212.67,6.38,74.85,74.85,Standard,3.79,222.84,147.99,In-store,In-store,Poland,Antwerp,Medium,Debit Card,Yes
ORD202106080,CUST6392522,22-06-2023,13:40,12 to 17,Male,Adult,Accessories,VR Headset,1,324.71,8.12,90.19,90.19,Pickup,0,332.83,242.64,Online,Online,United Kingdom,Amsterdam,High,PayPal,No
ORD202106081,CUST6924267,12-09-2022,21:06,1 to 11,Male,Teen,Puzzles,Harry Potter Puzzle,1,152.26,4.57,47.45,47.45,Standard,1.65,158.48,111.03,Xmas Market,In-store,United Kingdom,Hamburg,High,PayPal,No
ORD202106082,CUST6359707,19-10-2022,21:38,1 to 11,Female,Children,Clothing,The North Face Jacket,1,154.51,4.64,53.86,53.86,Express,7.57,166.72,112.86,Xmas Market,In-store,Sweden,Hamburg,Medium,Credit Card,No
ORD202106083,CUST7501371,09-07-2023,11:42,12 to 17,Female,Teen,Kitchen Appliances,Dolce Gusto Coffee Machine,2,167.01,10.02,61.02,122.04,Standard,1.43,345.47,223.43,Online,Online,France,Salzburg,Low,Cash,No
ORD202106084,CUST6103810,03-12-2022,20:59,1 to 11,Male,Adult,Technology,Smartwatch Series 8,1,203.31,4.07,58.92,58.92,Standard,2.33,209.71,150.79,In-store,In-store,Netherlands,Lyon,Medium,PayPal,No
ORD202106085,CUST2132336,15-11-2025,01:09,1 to 11,Male,Adult,Clothing,The North Face Jacket,1,164.83,4.94,42.69,42.69,Standard,1.14,170.91,128.22,Xmas Market,In-store,Portugal,Amsterdam,Low,PayPal,Yes
ORD202106086,CUST5509295,03-06-2023,02:29,12 to 17,Female,Children,Accessories,Wireless Earbuds,1,77.63,2.33,24.51,24.51,Express,5.42,85.38,60.87,Xmas Market,In-store,Italy,Manchester,Medium,Credit Card,Yes
ORD202106087,CUST4799975,13-08-2025,06:33,12 to 17,Female,Adult,Technology,Smart Speaker,1,101.23,2.53,38,38,Standard,6.93,110.69,72.69,Xmas Market,In-store,Belgium,Antwerp,Medium,Credit Card,No
ORD202106088,CUST1281196,13-11-2022,13:30,18 over,Female,Teen,Technology,Smartwatch Series 8,1,181.58,5.45,64.83,64.83,Standard,6.68,193.71,128.88,In-store,In-store,Sweden,Berlin,Low,Debit Card,Yes
ORD202106089,CUST7609750,29-01-2022,13:45,1 to 11,Female,Adult,General,Fisher-Price Learning Toy,1,154.63,3.09,50.41,50.41,Express,14.23,171.95,121.54,Online,Online,Sweden,Rome,High,Cash,No
ORD202106090,CUST2184068,29-06-2025,07:31,18 over,Male,Teen,Technology,Kindle E-reader,1,160.95,4.83,47.31,47.31,Standard,1.05,166.83,119.52,Online,Online,Germany,London,Low,Cash,No
ORD202106091,CUST6623374,13-11-2021,18:22,1 to 11,Male,Children,Video Games,PlayStation 5 Game,1,147.06,3.68,46.27,46.27,Standard,5.31,156.05,109.78,In-store,In-store,France,Ghent,High,Cash,No
ORD202106092,CUST9528549,29-09-2021,02:36,18 over,Male,Children,Wearable Tech,Fitbit Inspire,1,167.51,5.03,47.98,47.98,Pickup,0,172.54,124.56,Online,Online,Italy,London,Low,Other,No
ORD202106093,CUST2858684,26-10-2023,07:49,18 over,Female,Adult,Technology,Smart Speaker,1,106.28,3.19,33.78,33.78,Pickup,0,109.47,75.69,Xmas Market,In-store,Netherlands,Berlin,High,Other,No
ORD202106094,CUST2404463,20-02-2021,21:58,1 to 11,Female,Teen,Clothing,The North Face Jacket,1,158.15,3.16,42.47,42.47,Standard,2.95,164.26,121.79,In-store,In-store,Germany,Rome,High,Other,No
ORD202106095,CUST7830985,19-12-2024,07:19,1 to 11,Male,Adult,Kitchen Appliances,Dolce Gusto Coffee Machine,1,146.69,3.67,39.41,39.41,Express,7.71,158.07,118.66,In-store,In-store,Sweden,Krakow,High,Other,No
ORD202106096,CUST3857696,07-06-2022,12:34,1 to 11,Male,Teen,Accessories,Wireless Earbuds,2,82.11,3.28,21.45,42.9,Standard,6.4,173.9,131,Xmas Market,In-store,Italy,Malmo,Medium,Debit Card,Yes
ORD202106097,CUST5972316,19-07-2021,02:10,1 to 11,Male,Adult,Home,Robot Vacuum,1,228.75,6.86,59.41,59.41,Express,10.27,245.88,186.47,In-store,In-store,Poland,Lodz,High,Other,Yes
ORD202106098,CUST1610373,04-01-2025,06:23,12 to 17,Male,Children,Clothing,Nike Running Shoes,1,151.6,3.79,47.3,47.3,Standard,5.71,161.1,113.8,In-store,In-store,Netherlands,Naples,Low,Other,No
ORD202106099,CUST9842970,26-07-2024,19:13,18 over,Female,Adult,Accessories,Portable Charger,1,29.14,0.87,7.31,7.31,Standard,2.96,32.97,25.66,Online,Online,Belgium,Amsterdam,Low,Cash,No
ORD202106100,CUST3036737,07-07-2025,20:02,12 to 17,Female,Children,Puzzles,Harry Potter Puzzle,1,157.74,4.73,52.96,52.96,Express,9.45,171.92,118.96,Xmas Market,In-store,France,Utrecht,Low,Other,No
ORD202106101,CUST8405499,03-11-2025,22:56,12 to 17,Female,Children,Accessories,Portable Charger,1,29.9,0.75,8.33,8.33,Standard,2.52,33.17,24.84,In-store,In-store,Austria,Marseille,Medium,Debit Card,Yes
ORD202106102,CUST7716348,15-03-2022,06:44,12 to 17,Male,Teen,Board Games,Chess Set,1,158.04,3.16,48.8,48.8,Standard,5.11,166.31,117.51,Xmas Market,In-store,Portugal,Brussels,Medium,Cash,No
ORD202106103,CUST7089819,29-09-2025,21:38,18 over,Female,Teen,Kitchen Appliances,Dolce Gusto Coffee Machine,1,145.33,3.63,49.01,49.01,Standard,5.53,154.49,105.48,Xmas Market,In-store,Poland,Manchester,Medium,Other,No
ORD202106104,CUST9546616,31-03-2024,03:37,1 to 11,Male,Adult,Books,Gordon Ramsay Cookbook,1,137.49,2.75,47.46,47.46,Express,10.68,150.92,103.46,In-store,In-store,United Kingdom,Salzburg,Medium,Credit Card,No
ORD202106105,CUST4834122,27-08-2021,23:24,18 over,Female,Adult,Building Sets,LEGO Star Wars Set,1,153.79,3.84,46,46,Standard,6.93,164.56,118.56,Xmas Market,In-store,Poland,Rotterdam,High,Other,No
ORD202106106,CUST4171597,17-05-2024,22:18,1 to 11,Female,Adult,Kitchen Appliances,Dolce Gusto Coffee Machine,1,161.04,4.83,59.85,59.85,Standard,4.46,170.33,110.48,Xmas Market,In-store,Belgium,Gothenburg,Medium,Credit Card,No
ORD202106107,CUST1983143,10-06-2025,09:32,12 to 17,Male,Children,Accessories,Samsung Galaxy Case,1,146.96,4.41,44.39,44.39,Standard,6.02,157.39,113,Xmas Market,In-store,Sweden,Marseille,Medium,Debit Card,No
ORD202106108,CUST5212910,19-06-2021,02:02,12 to 17,Male,Teen,Clothing,Nike Running Shoes,1,155.04,4.65,60.62,60.62,Express,9.43,169.12,108.5,In-store,In-store,Belgium,Rome,Medium,Debit Card,No
ORD202106109,CUST1602054,21-11-2024,06:39,12 to 17,Male,Adult,Technology,Kindle E-reader,1,144.18,3.6,45.02,45.02,Standard,6.36,154.14,109.12,Online,Online,Belgium,London,Medium,Cash,No
ORD202106110,CUST8547157,28-11-2024,17:57,18 over,Male,Teen,Building Sets,LEGO Star Wars Set,1,163.59,4.91,48.16,48.16,Pickup,0,168.5,120.34,Online,Online,United Kingdom,Warsaw,Medium,Credit Card,No
ORD202106111,CUST1802510,29-12-2021,05:04,1 to 11,Female,Adult,Technology,Smartwatch Series 8,1,181.13,3.62,57.28,57.28,Standard,4.83,189.58,132.3,Online,Online,France,Marseille,Medium,Credit Card,No
ORD202106112,CUST4209612,12-10-2023,06:03,12 to 17,Male,Children,Clothing,The North Face Jacket,3,151.21,9.07,42.04,126.12,Standard,5.27,467.97,341.85,Xmas Market,In-store,Belgium,Innsbruck,High,Debit Card,No
ORD202106113,CUST2348941,29-11-2022,20:51,12 to 17,Male,Children,Home,Robot Vacuum,1,271.16,6.78,105.79,105.79,Standard,1.57,279.51,173.72,Online,Online,Netherlands,Stockholm,Medium,Other,No
ORD202106114,CUST0868582,29-06-2022,22:24,12 to 17,Female,Teen,Board Games,Chess Set,1,142.76,4.28,41.21,41.21,Express,6.66,153.7,112.49,In-store,In-store,Poland,Amsterdam,Low,Cash,No
ORD202106115,CUST2382053,03-03-2022,12:28,18 over,Female,Children,General,Fisher-Price Learning Toy,1,155.36,3.88,56.96,56.96,Express,11.36,170.6,113.64,Online,Online,Sweden,Porto,Low,Credit Card,No
ORD202106116,CUST3138448,29-07-2025,23:02,18 over,Male,Teen,Accessories,VR Headset,1,274.39,5.49,107.72,107.72,Standard,2.81,282.69,174.97,In-store,In-store,Italy,Paris,Low,Cash,No
ORD202106117,CUST5227717,14-07-2021,23:27,1 to 11,Male,Teen,Building Sets,LEGO Star Wars Set,2,153.48,6.14,53.69,107.38,Standard,4.55,317.65,210.27,Online,Online,Poland,Warsaw,Low,Cash,No
ORD202106118,CUST0063178,03-10-2023,22:11,12 to 17,Female,Children,Accessories,VR Headset,1,290.78,8.72,107.7,107.7,Express,11.05,310.55,202.85,Xmas Market,In-store,Austria,Antwerp,High,PayPal,No
ORD202106119,CUST1762757,13-10-2024,02:11,12 to 17,Male,Children,Accessories,Ray-Ban Sunglasses,1,150.9,3.02,50.37,50.37,Express,9.98,163.9,113.53,In-store,In-store,Sweden,Paris,Low,Credit Card,No
ORD202106120,CUST5919020,22-12-2022,04:23,1 to 11,Female,Children,Home,Robot Vacuum,1,246.09,6.15,94.25,94.25,Standard,1.45,253.69,159.44,Online,Online,United Kingdom,The Hague,High,PayPal,No
ORD202106121,CUST5576922,01-05-2023,02:43,18 over,Male,Children,Clothing,Nike Running Shoes,1,168.69,4.22,50.75,50.75,Express,6.61,179.52,128.77,Xmas Market,In-store,Germany,Munich,Low,Other,Yes
ORD202106122,CUST1839140,23-12-2021,12:23,12 to 17,Male,Teen,Clothing,Nike Running Shoes,1,142.9,4.29,55.5,55.5,Pickup,0,147.19,91.69,Xmas Market,In-store,Poland,Lisbon,Medium,Cash,No
ORD202106123,CUST7032225,06-01-2025,18:14,1 to 11,Male,Adult,Clothing,Nike Running Shoes,1,147.24,4.42,37.03,37.03,Standard,4.81,156.47,119.44,Online,Online,Italy,Liverpool,Low,PayPal,No
ORD202106124,CUST9205095,04-01-2021,00:02,1 to 11,Female,Children,Home,Robot Vacuum,1,250.5,7.52,78.82,78.82,Standard,2.79,260.81,181.99,In-store,In-store,Sweden,Frankfurt,Low,Credit Card,Yes
ORD202106125,CUST5686376,21-12-2025,10:35,1 to 11,Male,Children,Wearable Tech,Fitbit Inspire,1,148.3,2.97,53.54,53.54,Standard,1.94,153.21,99.67,Xmas Market,In-store,Germany,London,Medium,Cash,No
ORD202106126,CUST8471517,16-12-2025,06:58,12 to 17,Female,Children,Books,DC Comics Graphic Novel,1,147.41,2.95,47.52,47.52,Standard,3.5,153.86,106.34,Xmas Market,In-store,France,Manchester,High,PayPal,No
ORD202106127,CUST1552687,22-08-2024,19:08,12 to 17,Female,Adult,Puzzles,Harry Potter Puzzle,1,160,4,54.17,54.17,Standard,4.53,168.53,114.36,Online,Online,France,Coimbra,Medium,Debit Card,No
ORD202106128,CUST6078279,13-12-2025,14:14,1 to 11,Female,Children,Wearable Tech,Fitbit Inspire,1,156.94,4.71,55.33,55.33,Standard,4.97,166.62,111.29,Online,Online,Italy,Ghent,Medium,Other,No
ORD202106129,CUST4280827,01-03-2022,03:53,1 to 11,Male,Adult,Books,Gordon Ramsay Cookbook,1,162.28,3.25,41.48,41.48,Express,6.97,172.5,131.02,Xmas Market,In-store,Belgium,Ghent,High,PayPal,No
ORD202106130,CUST9264207,09-08-2022,13:16,18 over,Male,Children,Wearable Tech,Fitbit Inspire,1,139.33,4.18,47.73,47.73,Express,14.13,157.64,109.91,In-store,In-store,France,Munich,High,Credit Card,No
ORD202106131,CUST1509402,11-11-2022,00:20,1 to 11,Male,Adult,Technology,Smart Speaker,1,100.51,2.01,37.45,37.45,Standard,4.96,107.48,70.03,In-store,In-store,Poland,Hamburg,High,Credit Card,No
ORD202106132,CUST7445632,04-06-2025,10:53,18 over,Female,Children,Electronics,JBL Headphones,1,156.89,3.14,42.82,42.82,Standard,2.74,162.77,119.95,In-store,In-store,United Kingdom,Frankfurt,Medium,PayPal,Yes
ORD202106133,CUST6967868,25-09-2024,11:50,1 to 11,Female,Teen,Toys,Barbie Doll,1,149.72,2.99,47.51,47.51,Express,10.63,163.34,115.83,Xmas Market,In-store,France,Stockholm,High,Credit Card,No
ORD202106134,CUST5406904,09-11-2021,20:46,12 to 17,Male,Children,Accessories,Samsung Galaxy Case,1,144.54,4.34,49.12,49.12,Pickup,0,148.88,99.76,In-store,In-store,Belgium,Utrecht,Medium,PayPal,No
ORD202106135,CUST1057103,27-10-2025,17:24,12 to 17,Male,Teen,Technology,Smartwatch Series 8,2,205.46,8.22,79.66,159.32,Standard,6.79,425.93,266.61,Online,Online,Portugal,Rotterdam,Medium,Other,No
ORD202106136,CUST8350198,09-02-2025,15:28,18 over,Female,Children,Technology,Kindle E-reader,1,151.98,3.8,58.05,58.05,Standard,4.81,160.59,102.54,Online,Online,Sweden,Birmingham,High,Credit Card,No
ORD202106137,CUST1202891,22-02-2023,02:29,18 over,Female,Teen,Accessories,Ray-Ban Sunglasses,1,150.87,4.53,55.75,55.75,Express,5.28,160.68,104.93,In-store,In-store,Portugal,Warsaw,High,Debit Card,Yes
ORD202106138,CUST6978190,18-12-2022,05:49,18 over,Male,Teen,Accessories,VR Headset,1,308.47,9.25,120.7,120.7,Standard,3.06,320.78,200.08,Xmas Market,In-store,France,Lyon,Low,Other,No
ORD202106139,CUST8000699,27-12-2022,23:59,1 to 11,Male,Teen,Clothing,Nike Running Shoes,1,134.94,2.7,50.65,50.65,Express,10.13,147.77,97.12,Xmas Market,In-store,Italy,Porto,Low,Other,No
ORD202106140,CUST9642667,24-11-2023,00:14,1 to 11,Male,Children,General,Fisher-Price Learning Toy,1,154.91,4.65,59.7,59.7,Standard,5.22,164.78,105.08,In-store,In-store,Belgium,Rotterdam,Low,Debit Card,No
ORD202106141,CUST8318117,10-07-2022,08:05,12 to 17,Male,Children,Video Games,PlayStation 5 Game,1,167.4,3.35,66.89,66.89,Standard,5.92,176.67,109.78,In-store,In-store,Italy,Coimbra,High,Credit Card,No
ORD202106142,CUST2790020,06-05-2022,23:47,18 over,Male,Teen,Kitchen Appliances,Dolce Gusto Coffee Machine,1,138.79,3.47,43.25,43.25,Express,5.73,147.99,104.74,Xmas Market,In-store,France,Brussels,Low,Cash,No
